order_id,user_id,menu_id,quantity,price,total_amount,order_date,payment_method
2881,1677,47,2,338,676,2024-11-28,Card
2882,549,233,4,166,664,2024-07-01,Card
2883,268,1446,1,361,361,2025-01-03,COD
2884,1127,1163,3,525,1575,2024-07-24,UPI
2885,1423,1101,3,476,1428,2024-04-25,Card
2886,1228,935,1,582,582,2024-10-11,Card
2887,1939,1436,2,390,780,2024-09-27,COD
2888,1268,419,3,279,837,2024-09-24,COD
2889,64,267,1,301,301,2024-04-08,Card
2890,1528,908,3,519,1557,2024-11-14,COD
2891,1455,552,1,504,504,2025-02-10,Card
2892,769,905,3,466,1398,2025-03-09,COD
2893,1032,1963,3,531,1593,2024-10-04,COD
2894,1956,1525,4,316,1264,2024-11-16,UPI
2895,451,1397,1,285,285,2024-09-12,Card
2896,1688,1802,2,155,310,2024-02-12,Card
2897,1305,1554,3,495,1485,2024-10-07,COD
2898,1679,558,4,233,932,2024-09-13,UPI
2899,1790,301,4,297,1188,2024-04-23,COD
2900,1082,937,4,390,1560,2024-11-22,Card
2901,1250,404,2,203,406,2025-04-26,COD
2902,811,293,1,406,406,2024-12-31,Card
2903,548,510,2,374,748,2024-11-15,Card
2904,1514,1391,4,439,1756,2024-11-09,Card
2905,1526,922,4,207,828,2025-05-04,Card
2906,874,437,2,313,626,2024-07-17,Card
2907,933,1112,1,435,435,2024-10-04,COD
2908,670,146,3,271,813,2025-03-24,COD
2909,896,1570,3,391,1173,2024-03-14,COD
2910,1738,826,3,321,963,2025-01-11,COD
2911,348,332,2,393,786,2024-07-03,Card
2912,452,707,2,163,326,2025-01-23,COD
2913,477,857,1,103,103,2025-04-08,Card
2914,145,1986,2,264,528,2025-04-13,Card
2915,350,1171,3,477,1431,2025-03-11,UPI
2916,220,1635,4,374,1496,2024-09-14,COD
2917,1437,1760,2,415,830,2024-07-15,UPI
2918,1525,82,2,207,414,2025-02-04,COD
2919,27,1047,4,423,1692,2025-03-04,UPI
2920,1157,1749,1,100,100,2024-03-10,COD
2921,1811,1920,1,288,288,2024-10-18,UPI
2922,1663,1319,3,560,1680,2025-02-23,UPI
2923,581,1663,3,270,810,2024-01-08,COD
2924,1388,1431,1,120,120,2025-03-24,Card
2925,1769,1993,2,255,510,2025-05-05,UPI
2926,161,987,1,269,269,2024-07-05,Card
2927,453,1006,2,383,766,2024-11-22,COD
2928,1239,918,1,441,441,2024-05-11,COD
2929,106,1338,1,564,564,2025-02-18,COD
2930,628,952,2,418,836,2025-05-07,COD
2931,771,777,1,425,425,2024-03-11,Card
2932,1997,1583,1,358,358,2024-05-09,UPI
2933,323,1843,2,271,542,2024-02-02,COD
2934,887,1511,1,534,534,2024-09-24,Card
2935,1962,1597,3,151,453,2024-03-07,Card
2936,1688,1059,1,349,349,2024-06-01,UPI
2937,1203,1709,2,117,234,2024-04-01,Card
2938,1312,850,2,392,784,2024-12-07,UPI
2939,1322,3,4,230,920,2025-01-12,COD
2940,788,771,3,436,1308,2024-08-13,UPI
2941,1696,1747,4,593,2372,2024-03-03,UPI
2942,894,1070,3,215,645,2025-04-03,COD
2943,1274,152,4,355,1420,2024-05-24,COD
2944,1597,14,3,545,1635,2024-05-11,UPI
2945,384,279,3,569,1707,2025-03-09,UPI
2946,1994,1943,4,206,824,2024-03-16,COD
2947,256,366,4,204,816,2024-04-14,Card
2948,55,1306,1,571,571,2024-08-11,UPI
2949,1838,1023,1,344,344,2025-01-04,UPI
2950,705,1617,1,484,484,2024-04-17,UPI
2951,136,1889,2,262,524,2024-10-26,COD
2952,1830,1510,1,450,450,2025-01-16,Card
2953,371,1867,4,189,756,2024-03-20,Card
2954,1677,877,4,260,1040,2024-06-03,COD
2955,318,1297,3,542,1626,2024-03-08,COD
2956,1353,1042,4,520,2080,2024-06-27,UPI
2957,885,759,1,356,356,2025-03-30,UPI
2958,647,688,3,219,657,2024-02-04,COD
2959,1272,765,1,477,477,2024-03-23,UPI
2960,149,573,4,361,1444,2025-02-08,UPI
2961,1947,1899,1,186,186,2024-07-22,UPI
2962,73,1005,3,108,324,2024-07-03,COD
2963,1452,1042,4,520,2080,2024-07-11,UPI
2964,1218,357,3,482,1446,2025-03-29,COD
2965,371,995,4,409,1636,2024-12-20,Card
2966,995,199,2,483,966,2025-03-23,UPI
2967,1042,1495,3,572,1716,2025-04-15,UPI
2968,1159,783,4,284,1136,2024-08-07,COD
2969,1447,1075,2,222,444,2024-11-06,Card
2970,439,135,2,264,528,2025-01-16,UPI
2971,742,200,2,185,370,2024-12-18,COD
2972,1693,1061,2,569,1138,2024-03-07,Card
2973,523,440,4,179,716,2025-02-28,Card
2974,1820,877,4,260,1040,2025-04-01,UPI
2975,757,1443,4,192,768,2024-02-25,COD
2976,1237,870,4,178,712,2024-12-19,UPI
2977,1308,85,1,573,573,2024-09-20,COD
2978,1125,181,1,168,168,2024-11-25,Card
2979,723,1638,1,106,106,2024-02-22,Card
2980,1314,473,1,340,340,2024-01-29,COD
2981,1692,1479,1,208,208,2024-02-23,UPI
2982,1741,289,3,203,609,2024-12-25,Card
2983,1043,106,2,325,650,2024-12-27,COD
2984,1306,115,3,548,1644,2024-08-21,COD
2985,763,1224,4,456,1824,2024-07-20,UPI
2986,1997,1116,1,597,597,2024-10-19,UPI
2987,662,1471,2,430,860,2024-01-03,COD
2988,957,1870,2,166,332,2024-02-05,COD
2989,256,1714,4,153,612,2025-03-23,Card
2990,1797,731,4,198,792,2024-03-20,COD
2991,674,1980,2,288,576,2025-04-12,COD
2992,1029,599,4,382,1528,2024-11-02,Card
2993,844,761,2,299,598,2024-05-23,COD
2994,1966,1903,2,572,1144,2024-09-29,COD
2995,686,500,1,225,225,2024-02-28,UPI
2996,476,364,3,435,1305,2024-08-05,COD
2997,915,1797,1,308,308,2024-12-30,Card
2998,1844,259,3,289,867,2025-01-12,Card
2999,797,1230,3,523,1569,2024-09-14,Card
3000,877,231,4,542,2168,2025-03-28,COD
3001,82,1490,4,118,472,2024-04-29,COD
3002,1560,1830,3,526,1578,2024-10-24,COD
3003,1754,1674,2,109,218,2024-08-05,COD
3004,309,1538,4,131,524,2025-04-19,COD
3005,1520,471,4,235,940,2024-07-07,COD
3006,1405,1236,4,397,1588,2025-02-09,COD
3007,1121,932,3,476,1428,2024-02-02,COD
3008,349,1921,2,432,864,2024-11-07,UPI
3009,987,1009,4,471,1884,2024-12-18,COD
3010,1721,1215,2,345,690,2024-11-01,Card
3011,382,274,3,529,1587,2024-01-16,Card
3012,1179,888,2,116,232,2024-06-16,UPI
3013,1499,359,4,358,1432,2024-07-21,COD
3014,1093,1015,3,473,1419,2024-03-02,COD
3015,421,17,1,496,496,2024-10-21,COD
3016,1942,800,1,296,296,2024-05-08,Card
3017,1263,1254,4,202,808,2024-04-19,COD
3018,1654,1091,3,474,1422,2024-03-29,COD
3019,552,385,2,203,406,2024-09-04,UPI
3020,1720,1900,3,495,1485,2024-03-28,UPI
3021,541,111,4,554,2216,2024-10-11,Card
3022,119,239,3,277,831,2025-01-22,COD
3023,1261,1479,2,208,416,2024-10-26,Card
3024,1610,150,3,489,1467,2025-02-10,Card
3025,1286,1269,3,594,1782,2024-01-01,Card
3026,1578,1398,2,139,278,2024-08-11,COD
3027,1150,89,3,370,1110,2025-05-02,COD
3028,256,1947,4,195,780,2024-04-04,Card
3029,1061,812,4,476,1904,2024-02-24,Card
3030,1865,1815,1,280,280,2024-07-07,UPI
3031,138,522,1,285,285,2024-08-14,COD
3032,1431,1517,3,209,627,2024-03-16,COD
3033,1506,48,1,343,343,2024-06-26,COD
3034,178,1580,2,318,636,2024-04-09,UPI
3035,144,324,3,138,414,2024-06-10,Card
3036,742,1630,3,519,1557,2024-05-18,COD
3037,1977,1501,2,417,834,2024-02-07,UPI
3038,632,1249,1,488,488,2024-11-26,UPI
3039,1253,1338,1,564,564,2025-01-15,UPI
3040,1583,736,2,354,708,2024-07-29,COD
3041,1069,1481,4,193,772,2025-05-06,UPI
3042,986,1290,1,359,359,2024-05-18,UPI
3043,181,1968,4,580,2320,2024-08-24,COD
3044,1188,278,3,515,1545,2025-02-12,Card
3045,1634,678,3,159,477,2024-05-02,UPI
3046,1754,1454,2,455,910,2024-08-19,UPI
3047,1103,1356,2,579,1158,2024-01-04,COD
3048,1314,1625,4,503,2012,2025-02-24,UPI
3049,559,1092,2,587,1174,2024-07-06,COD
3050,93,1421,4,316,1264,2025-02-17,Card
3051,397,618,2,262,524,2024-07-25,UPI
3052,1313,921,1,369,369,2024-10-28,Card
3053,1339,443,4,206,824,2024-12-12,COD
3054,1220,888,2,116,232,2024-08-11,COD
3055,1129,956,3,530,1590,2024-02-27,UPI
3056,1770,1310,3,288,864,2025-05-02,COD
3057,655,334,3,438,1314,2024-05-17,UPI
3058,1863,1306,1,571,571,2024-10-03,COD
3059,585,341,4,517,2068,2024-02-16,COD
3060,722,678,4,159,636,2024-03-26,COD
3061,1410,585,4,196,784,2024-01-23,COD
3062,945,611,2,435,870,2024-12-13,UPI
3063,1200,296,4,587,2348,2025-03-30,Card
3064,1545,193,4,340,1360,2024-03-30,COD
3065,1976,47,2,338,676,2024-03-13,COD
3066,1820,569,3,187,561,2024-10-04,COD
3067,1276,986,3,188,564,2024-03-12,UPI
3068,1360,146,2,271,542,2025-01-24,UPI
3069,1562,1859,4,208,832,2024-02-05,COD
3070,1494,158,4,505,2020,2024-04-19,Card
3071,1017,28,3,505,1515,2024-02-26,UPI
3072,389,669,3,303,909,2025-01-15,COD
3073,126,1134,4,263,1052,2024-06-27,UPI
3074,537,619,3,519,1557,2024-01-02,COD
3075,84,353,4,212,848,2025-03-21,UPI
3076,937,677,3,281,843,2025-01-03,UPI
3077,1933,711,1,559,559,2025-02-16,COD
3078,1412,1433,2,562,1124,2024-06-01,UPI
3079,266,1401,2,325,650,2025-01-16,UPI
3080,1527,175,2,442,884,2024-10-08,UPI
3081,315,1686,4,337,1348,2024-12-16,UPI
3082,1117,1564,4,454,1816,2024-01-17,Card
3083,1096,438,4,533,2132,2024-10-09,UPI
3084,614,760,3,241,723,2024-06-18,UPI
3085,687,434,4,149,596,2024-02-03,COD
3086,1846,881,4,124,496,2024-01-22,UPI
3087,1178,701,2,218,436,2024-11-26,UPI
3088,1822,1191,1,567,567,2024-05-01,COD
3089,1569,607,3,263,789,2024-10-12,UPI
3090,735,73,4,134,536,2025-01-21,Card
3091,1111,1856,1,490,490,2024-09-26,Card
3092,798,80,2,287,574,2024-09-09,COD
3093,1041,1773,2,202,404,2024-06-15,COD
3094,136,1901,2,235,470,2024-03-22,COD
3095,506,954,4,517,2068,2024-09-19,UPI
3096,1053,1629,4,339,1356,2025-03-02,UPI
3097,1581,1533,3,150,450,2024-09-26,Card
3098,96,565,3,156,468,2024-05-12,Card
3099,523,756,1,444,444,2024-11-02,Card
3100,235,418,1,286,286,2024-04-11,COD
3101,1760,1749,1,100,100,2024-02-19,UPI
3102,1364,511,3,235,705,2024-08-31,Card
3103,1907,1798,3,413,1239,2025-04-19,UPI
3104,1458,1733,1,250,250,2024-04-27,Card
3105,598,1588,2,464,928,2024-02-08,Card
3106,472,1603,2,190,380,2024-01-06,UPI
3107,805,1615,3,240,720,2024-04-30,UPI
3108,955,1319,2,560,1120,2024-11-20,UPI
3109,93,1378,2,404,808,2024-06-15,Card
3110,1375,1744,4,224,896,2024-02-25,Card
3111,1553,155,1,591,591,2025-02-03,UPI
3112,1636,881,2,124,248,2024-10-15,COD
3113,600,481,3,211,633,2025-03-19,UPI
3114,1142,1592,4,357,1428,2024-02-09,UPI
3115,372,962,3,568,1704,2025-03-01,Card
3116,1378,1040,3,390,1170,2024-10-14,UPI
3117,649,1870,1,166,166,2025-03-05,Card
3118,296,525,2,270,540,2024-08-26,Card
3119,1569,1653,2,264,528,2024-06-22,UPI
3120,3,634,1,261,261,2025-04-25,UPI
3121,968,1049,4,351,1404,2025-04-17,UPI
3122,656,475,1,498,498,2024-08-31,Card
3123,1386,524,2,213,426,2024-05-01,COD
3124,1558,252,4,537,2148,2024-01-12,COD
3125,1125,1237,1,201,201,2024-11-18,COD
3126,1518,224,4,215,860,2024-03-17,UPI
3127,1052,896,1,384,384,2024-10-11,Card
3128,659,88,3,142,426,2024-06-24,UPI
3129,33,489,2,482,964,2024-01-20,Card
3130,1553,1879,3,374,1122,2025-02-21,Card
3131,806,1327,4,127,508,2024-10-22,COD
3132,607,6,2,133,266,2024-12-29,Card
3133,1426,67,4,252,1008,2024-03-21,COD
3134,1071,1569,1,156,156,2024-02-28,UPI
3135,316,1303,1,561,561,2025-01-20,Card
3136,1349,1079,2,210,420,2024-04-30,UPI
3137,375,1447,2,594,1188,2024-08-31,UPI
3138,1115,1829,2,304,608,2024-05-22,Card
3139,1890,1065,4,535,2140,2024-12-05,Card
3140,342,1594,4,143,572,2024-12-29,Card
3141,20,1424,3,364,1092,2024-09-14,COD
3142,1218,243,1,461,461,2024-11-03,Card
3143,277,1453,4,515,2060,2024-03-27,COD
3144,1335,1836,3,550,1650,2024-04-26,COD
3145,647,1794,2,329,658,2024-08-02,COD
3146,1751,1117,3,551,1653,2024-06-12,COD
3147,249,234,1,178,178,2024-10-11,COD
3148,395,883,1,417,417,2024-08-06,UPI
3149,307,487,4,418,1672,2024-03-07,COD
3150,1986,1065,2,535,1070,2024-11-27,Card
3151,301,1429,2,124,248,2025-03-02,UPI
3152,1111,257,4,422,1688,2024-05-03,COD
3153,1146,390,1,319,319,2024-08-12,Card
3154,29,1938,1,186,186,2024-02-14,UPI
3155,1951,957,2,212,424,2025-04-10,Card
3156,74,1357,1,580,580,2024-10-23,UPI
3157,1266,1428,3,576,1728,2025-05-01,UPI
3158,999,1891,2,580,1160,2024-11-13,UPI
3159,29,283,4,426,1704,2024-06-15,COD
3160,462,1159,1,119,119,2024-11-07,UPI
3161,1309,81,4,172,688,2024-08-18,Card
3162,1447,196,2,433,866,2024-08-29,Card
3163,955,974,1,173,173,2024-07-27,Card
3164,492,946,1,295,295,2024-11-24,UPI
3165,410,1254,2,202,404,2024-04-05,COD
3166,1125,1243,1,199,199,2025-02-10,COD
3167,1053,71,4,186,744,2025-04-16,Card
3168,598,829,3,593,1779,2024-06-12,UPI
3169,42,469,4,274,1096,2024-10-09,UPI
3170,268,683,2,336,672,2024-05-18,Card
3171,1559,830,3,133,399,2025-04-21,UPI
3172,1020,438,4,533,2132,2024-06-27,COD
3173,1015,798,2,264,528,2024-03-17,Card
3174,1872,1175,1,537,537,2024-01-15,COD
3175,1407,905,4,466,1864,2024-09-29,UPI
3176,1182,597,4,516,2064,2024-10-29,UPI
3177,1134,1343,3,118,354,2025-01-25,COD
3178,1480,1305,2,343,686,2024-11-22,UPI
3179,1804,1688,3,123,369,2024-11-28,COD
3180,904,1117,4,551,2204,2024-03-09,Card
3181,1043,1046,3,172,516,2024-11-13,UPI
3182,702,664,2,572,1144,2024-12-29,Card
3183,575,704,3,517,1551,2024-03-20,UPI
3184,136,960,2,229,458,2025-05-11,COD
3185,505,819,2,298,596,2025-01-27,UPI
3186,1514,1062,2,453,906,2024-08-16,COD
3187,1344,189,2,400,800,2024-11-29,UPI
3188,1813,1710,4,360,1440,2024-11-24,UPI
3189,237,1558,1,124,124,2024-09-11,Card
3190,1319,1108,3,524,1572,2025-02-14,Card
3191,1244,127,1,258,258,2024-10-12,UPI
3192,1472,1218,2,440,880,2025-01-05,Card
3193,1665,1395,1,260,260,2024-04-16,Card
3194,1651,600,2,563,1126,2024-09-04,COD
3195,771,372,1,451,451,2024-11-12,COD
3196,1867,1010,4,397,1588,2024-06-24,UPI
3197,1052,1332,1,514,514,2024-05-15,COD
3198,232,513,1,186,186,2024-05-10,COD
3199,1372,1745,4,260,1040,2024-11-25,UPI
3200,1566,1217,2,259,518,2024-11-02,Card
3201,1058,1248,1,206,206,2024-01-28,Card
3202,1454,734,3,593,1779,2024-02-09,Card
3203,1813,625,2,187,374,2024-06-15,Card
3204,558,800,3,296,888,2025-02-21,COD
3205,679,973,3,321,963,2024-12-29,COD
3206,1329,948,4,174,696,2025-04-15,COD
3207,1706,1428,2,576,1152,2024-11-05,UPI
3208,482,1587,3,250,750,2024-05-28,COD
3209,1313,949,2,448,896,2024-05-08,COD
3210,1791,680,1,211,211,2024-03-15,COD
3211,298,408,3,528,1584,2024-07-23,Card
3212,394,899,2,507,1014,2024-08-26,Card
3213,1671,1526,4,600,2400,2024-06-11,Card
3214,1966,207,4,269,1076,2024-06-10,Card
3215,1085,744,1,419,419,2024-12-02,UPI
3216,1264,1089,3,561,1683,2024-08-12,Card
3217,1723,972,1,502,502,2024-12-31,COD
3218,672,871,2,596,1192,2024-12-11,Card
3219,1474,419,3,279,837,2024-09-16,COD
3220,124,712,3,481,1443,2025-04-22,Card
3221,328,21,3,574,1722,2024-09-19,Card
3222,1691,649,1,561,561,2025-01-24,COD
3223,1622,257,4,422,1688,2024-01-21,Card
3224,1439,1781,2,393,786,2025-04-26,Card
3225,799,1950,4,497,1988,2024-03-18,Card
3226,1492,872,3,572,1716,2024-07-26,UPI
3227,1907,1357,3,580,1740,2024-08-02,Card
3228,3,1506,1,148,148,2024-08-17,UPI
3229,1832,198,2,190,380,2024-06-10,UPI
3230,1108,1107,2,599,1198,2024-10-17,Card
3231,1213,109,3,127,381,2024-06-05,COD
3232,1967,1928,3,446,1338,2025-01-13,UPI
3233,883,545,1,492,492,2024-03-08,Card
3234,913,1190,2,380,760,2025-03-25,UPI
3235,1397,221,4,222,888,2025-04-16,Card
3236,1531,1227,1,513,513,2024-05-25,COD
3237,971,277,1,483,483,2024-11-12,Card
3238,789,1663,1,270,270,2024-09-12,COD
3239,1737,1333,4,306,1224,2025-05-12,UPI
3240,1882,1141,4,186,744,2024-09-20,COD
3241,1930,1250,3,410,1230,2024-12-16,UPI
3242,1202,1846,4,508,2032,2024-06-13,COD
3243,1067,1090,4,552,2208,2024-08-22,COD
3244,1549,1087,3,252,756,2024-03-05,UPI
3245,1875,371,4,193,772,2025-01-21,Card
3246,1456,1894,2,334,668,2025-01-15,UPI
3247,140,96,4,155,620,2024-04-23,Card
3248,1510,805,3,354,1062,2025-03-03,UPI
3249,1264,217,3,163,489,2024-07-09,Card
3250,71,1800,1,188,188,2024-04-16,UPI
3251,1143,1782,2,534,1068,2024-10-04,UPI
3252,1802,1563,1,248,248,2024-01-15,Card
3253,1869,437,2,313,626,2024-03-02,UPI
3254,447,1991,2,136,272,2024-06-13,COD
3255,723,1390,4,567,2268,2024-03-10,COD
3256,1049,1983,1,382,382,2025-05-15,COD
3257,38,1092,2,587,1174,2025-02-01,COD
3258,250,1063,3,136,408,2025-04-29,Card
3259,47,1065,2,535,1070,2024-03-08,COD
3260,1625,723,4,400,1600,2024-10-05,COD
3261,1984,1852,1,376,376,2024-03-13,COD
3262,239,39,3,580,1740,2024-01-19,COD
3263,1126,715,2,521,1042,2024-01-15,UPI
3264,1108,1502,2,489,978,2024-03-17,COD
3265,1988,1506,1,148,148,2024-02-16,UPI
3266,327,1140,4,465,1860,2024-06-30,Card
3267,304,61,4,480,1920,2024-09-01,Card
3268,1688,248,2,123,246,2024-03-29,COD
3269,190,1535,1,483,483,2024-04-15,Card
3270,1922,1192,1,201,201,2024-08-15,UPI
3271,1936,971,4,316,1264,2025-03-16,COD
3272,155,383,2,226,452,2024-12-13,Card
3273,1847,899,2,507,1014,2025-03-05,Card
3274,1334,1029,2,551,1102,2025-01-01,Card
3275,1647,1730,1,579,579,2024-01-13,Card
3276,501,539,1,233,233,2024-10-24,COD
3277,795,202,3,577,1731,2025-04-17,COD
3278,430,1448,1,366,366,2024-11-12,UPI
3279,165,1994,2,302,604,2025-03-14,COD
3280,1042,1290,1,359,359,2024-11-05,Card
3281,1172,1593,2,403,806,2024-12-20,COD
3282,1271,1399,4,541,2164,2024-12-01,UPI
3283,201,1460,2,278,556,2024-09-11,COD
3284,1687,765,4,477,1908,2024-08-19,Card
3285,754,640,1,521,521,2024-06-24,Card
3286,1756,1745,2,260,520,2024-03-21,Card
3287,757,1216,4,561,2244,2024-05-26,COD
3288,1549,1487,4,188,752,2024-10-23,UPI
3289,1647,618,1,262,262,2024-05-14,UPI
3290,1557,1431,3,120,360,2025-03-04,COD
3291,803,1363,1,326,326,2024-07-30,UPI
3292,783,570,2,392,784,2024-09-16,Card
3293,804,46,2,290,580,2025-01-11,Card
3294,1062,1775,1,517,517,2024-06-14,Card
3295,739,1110,2,488,976,2025-01-06,UPI
3296,1541,908,1,519,519,2024-01-05,UPI
3297,384,1109,3,252,756,2024-05-11,Card
3298,1406,824,2,235,470,2025-05-15,UPI
3299,212,1503,4,406,1624,2024-11-13,UPI
3300,1999,1245,3,274,822,2024-05-07,UPI
3301,1459,141,3,538,1614,2025-04-17,Card
3302,1456,371,3,193,579,2024-12-10,Card
3303,1438,262,4,183,732,2025-01-06,UPI
3304,1305,274,2,529,1058,2024-05-22,UPI
3305,1011,1862,2,494,988,2024-04-08,UPI
3306,866,1955,2,244,488,2024-03-01,UPI
3307,282,432,3,172,516,2024-04-29,UPI
3308,640,1487,2,188,376,2024-11-26,UPI
3309,485,1638,2,106,212,2025-03-01,Card
3310,181,539,2,233,466,2024-05-28,UPI
3311,466,480,3,318,954,2024-10-01,UPI
3312,1995,1531,3,473,1419,2024-02-15,COD
3313,1785,311,4,209,836,2024-03-22,UPI
3314,956,575,2,585,1170,2025-02-24,UPI
3315,1522,1829,1,304,304,2024-04-05,Card
3316,288,1512,2,302,604,2025-01-10,COD
3317,1491,1248,3,206,618,2024-10-12,COD
3318,148,893,4,525,2100,2025-04-12,COD
3319,1147,1709,3,117,351,2024-08-04,Card
3320,842,1505,4,126,504,2025-01-02,Card
3321,1228,1070,3,215,645,2024-03-20,UPI
3322,760,563,4,425,1700,2024-07-25,COD
3323,1207,1685,4,137,548,2025-02-05,UPI
3324,1104,788,4,199,796,2024-04-13,Card
3325,650,33,4,150,600,2024-01-01,Card
3326,1805,1739,1,253,253,2025-01-19,Card
3327,1455,1853,4,165,660,2024-06-07,Card
3328,781,1918,4,560,2240,2024-08-31,UPI
3329,298,597,4,516,2064,2024-10-12,Card
3330,79,1127,2,449,898,2024-09-19,COD
3331,121,1872,1,347,347,2024-03-01,COD
3332,491,1390,4,567,2268,2024-07-11,Card
3333,1721,564,2,124,248,2024-10-11,UPI
3334,557,1208,4,389,1556,2024-06-18,Card
3335,631,666,3,465,1395,2024-12-22,UPI
3336,145,215,3,167,501,2024-08-10,Card
3337,1109,11,3,403,1209,2025-03-05,UPI
3338,1681,1705,3,437,1311,2024-02-04,Card
3339,1406,179,3,420,1260,2024-03-14,Card
3340,1671,178,4,114,456,2025-03-01,UPI
3341,1954,835,2,330,660,2025-02-22,COD
3342,1539,1021,2,197,394,2024-07-29,COD
3343,1427,58,1,241,241,2024-03-26,Card
3344,396,62,4,179,716,2024-04-26,Card
3345,438,1393,4,302,1208,2025-02-15,Card
3346,235,1874,1,482,482,2024-11-25,Card
3347,1583,1864,3,221,663,2024-01-12,COD
3348,1181,1937,2,151,302,2025-02-06,UPI
3349,1005,1305,2,343,686,2024-12-13,COD
3350,257,996,1,149,149,2024-07-17,COD
3351,994,114,1,344,344,2025-02-11,Card
3352,1111,930,4,159,636,2024-06-10,UPI
3353,550,1271,1,205,205,2025-05-09,COD
3354,458,712,2,481,962,2024-03-30,Card
3355,1923,5,4,560,2240,2024-04-27,UPI
3356,223,1423,3,221,663,2024-08-07,UPI
3357,1092,1327,3,127,381,2024-03-24,UPI
3358,1257,1182,1,162,162,2024-05-17,UPI
3359,1193,1783,1,254,254,2024-04-15,UPI
3360,295,1351,4,436,1744,2024-06-11,COD
3361,249,454,4,425,1700,2024-08-30,Card
3362,1290,133,1,483,483,2024-06-24,COD
3363,363,285,2,145,290,2025-03-28,Card
3364,292,371,1,193,193,2024-05-14,Card
3365,407,71,4,186,744,2024-05-10,COD
3366,309,82,1,207,207,2024-12-20,Card
3367,1230,363,3,116,348,2024-02-16,UPI
3368,151,157,3,413,1239,2024-10-02,COD
3369,74,1670,4,184,736,2024-03-30,UPI
3370,773,1629,3,339,1017,2024-01-24,COD
3371,1640,1826,3,313,939,2024-03-23,UPI
3372,1980,16,1,588,588,2025-01-12,UPI
3373,395,707,3,163,489,2024-01-03,UPI
3374,891,1164,3,101,303,2025-01-21,UPI
3375,1136,223,3,426,1278,2024-04-14,COD
3376,1116,4,1,197,197,2024-05-27,Card
3377,461,892,2,272,544,2025-01-13,COD
3378,1851,999,3,139,417,2024-06-08,Card
3379,193,451,1,535,535,2024-04-21,COD
3380,1906,1066,3,310,930,2025-03-29,COD
3381,1722,549,2,158,316,2025-04-02,UPI
3382,1382,234,4,178,712,2024-04-08,Card
3383,389,695,3,353,1059,2025-02-24,COD
3384,258,1319,4,560,2240,2024-07-29,UPI
3385,1160,1348,2,419,838,2024-04-01,UPI
3386,1978,637,2,383,766,2025-05-04,UPI
3387,607,1226,4,390,1560,2024-02-05,UPI
3388,1704,515,2,135,270,2024-05-06,UPI
3389,1012,670,1,574,574,2024-01-26,COD
3390,686,1636,2,270,540,2024-07-24,UPI
3391,1042,393,4,220,880,2024-03-07,UPI
3392,1386,1876,2,136,272,2024-09-07,Card
3393,654,1687,4,120,480,2025-05-12,COD
3394,1819,1372,4,567,2268,2024-06-27,Card
3395,358,1549,4,200,800,2025-04-14,COD
3396,1942,295,1,450,450,2024-05-03,UPI
3397,1648,662,2,195,390,2024-01-03,Card
3398,1814,828,3,474,1422,2024-06-25,UPI
3399,1673,1822,1,263,263,2024-01-31,UPI
3400,1726,449,3,464,1392,2024-04-23,UPI
3401,1216,605,2,275,550,2025-05-03,Card
3402,96,1625,3,503,1509,2024-05-10,Card
3403,1635,746,1,118,118,2024-04-14,UPI
3404,1634,1155,3,339,1017,2024-05-29,Card
3405,434,1025,2,302,604,2024-05-12,UPI
3406,1030,1059,1,349,349,2024-11-23,COD
3407,1471,32,3,192,576,2024-09-09,COD
3408,485,1042,2,520,1040,2025-05-14,Card
3409,762,1742,3,237,711,2024-11-07,UPI
3410,862,584,4,353,1412,2024-05-25,COD
3411,848,746,2,118,236,2024-05-25,COD
3412,1938,952,3,418,1254,2025-04-07,Card
3413,1640,1318,1,469,469,2024-11-21,Card
3414,1463,822,3,267,801,2025-03-03,COD
3415,135,1384,3,539,1617,2024-12-13,Card
3416,506,1000,3,305,915,2025-04-05,COD
3417,704,811,2,273,546,2025-01-09,Card
3418,36,904,2,497,994,2024-02-16,Card
3419,1577,1999,3,221,663,2025-03-15,Card
3420,733,1294,3,508,1524,2024-05-09,Card
3421,1665,557,4,406,1624,2024-12-11,COD
3422,1634,815,4,230,920,2024-06-29,UPI
3423,1088,1365,1,163,163,2024-04-05,UPI
3424,733,1199,1,541,541,2024-01-24,Card
3425,552,540,2,177,354,2024-03-05,COD
3426,739,417,1,151,151,2025-04-07,Card
3427,1375,182,2,330,660,2025-03-28,UPI
3428,1812,714,3,530,1590,2025-04-07,Card
3429,1223,88,4,142,568,2024-07-02,COD
3430,21,668,2,370,740,2024-05-07,UPI
3431,955,179,1,420,420,2024-06-23,UPI
3432,108,1317,4,290,1160,2024-05-16,Card
3433,809,939,3,205,615,2024-07-05,Card
3434,1767,858,3,368,1104,2024-05-16,UPI
3435,939,803,3,116,348,2024-11-16,Card
3436,21,1653,3,264,792,2024-11-17,COD
3437,512,385,3,203,609,2024-08-28,COD
3438,1799,705,2,250,500,2025-01-25,UPI
3439,374,1371,3,237,711,2025-03-24,Card
3440,79,1336,3,290,870,2024-11-07,Card
3441,506,1486,4,291,1164,2024-04-02,COD
3442,818,267,4,301,1204,2024-06-14,UPI
3443,228,1626,2,222,444,2025-03-01,UPI
3444,1627,1358,4,222,888,2025-05-10,UPI
3445,1304,755,1,467,467,2024-09-10,COD
